id,ONSET,DELTAST,BIOI,DUR,CPITCH,MPITCH,ACCIDENTAL,KEYSIG,MODE,BARLENGTH,PULSES,PHRASE,VOICE,ORNAMENT,COMMA,VERTINT12,ARTICULATION,DYN,dataset,melody,event
"Melch.EventId(0, 17, 23)",516,0,12,12,65,38,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,23
"Melch.EventId(0, 17, 24)",528,0,12,24,62,36,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,24
"Melch.EventId(0, 17, 25)",552,0,24,24,60,35,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,25
"Melch.EventId(0, 17, 26)",576,0,24,36,62,36,0,-1,9,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,17,26
"Melch.EventId(0, 17, 27)",624,12,48,12,69,40,0,-1,9,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,17,27
"Melch.EventId(0, 17, 28)",636,0,12,12,67,39,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,28
"Melch.EventId(0, 17, 29)",648,0,12,24,65,38,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,29
"Melch.EventId(0, 17, 30)",672,0,24,24,62,36,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,30
"Melch.EventId(0, 17, 31)",696,0,24,24,62,36,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,31
"Melch.EventId(0, 17, 32)",720,0,24,24,60,35,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,32
"Melch.EventId(0, 17, 33)",744,0,24,24,60,35,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,33
"Melch.EventId(0, 17, 34)",768,0,24,24,60,35,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,34
"Melch.EventId(0, 17, 35)",792,0,24,24,65,38,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,35
"Melch.EventId(0, 17, 36)",816,0,24,12,65,38,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,36
"Melch.EventId(0, 17, 37)",828,0,12,12,67,39,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,37
"Melch.EventId(0, 17, 38)",840,0,12,24,69,40,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,38
"Melch.EventId(0, 17, 39)",864,0,24,24,67,39,0,-1,9,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,17,39
"Melch.EventId(0, 17, 40)",912,24,48,24,65,38,0,-1,9,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,17,40
"Melch.EventId(0, 17, 41)",936,0,24,12,70,41,-1,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,41
"Melch.EventId(0, 17, 42)",948,0,12,12,70,41,-1,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,42
"Melch.EventId(0, 17, 43)",960,0,12,24,72,42,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,43
"Melch.EventId(0, 17, 44)",984,0,24,24,74,43,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,44
"Melch.EventId(0, 17, 45)",1008,0,24,24,72,42,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,45
"Melch.EventId(0, 17, 46)",1032,0,24,24,69,40,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,46
"Melch.EventId(0, 17, 47)",1056,0,24,12,65,38,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,47
"Melch.EventId(0, 17, 48)",1068,0,12,12,69,40,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,48
"Melch.EventId(0, 17, 49)",1080,0,12,12,67,39,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,49
"Melch.EventId(0, 17, 50)",1092,0,12,12,65,38,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,50
"Melch.EventId(0, 17, 51)",1104,0,12,24,62,36,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,51
"Melch.EventId(0, 17, 52)",1128,0,24,24,60,35,0,-1,9,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,17,52
"Melch.EventId(0, 17, 53)",1152,0,24,24,62,36,0,-1,9,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,17,53
"Melch.EventId(0, 18, 1)",60,0,1,12,60,35,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,1
"Melch.EventId(0, 18, 2)",72,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,2
"Melch.EventId(0, 18, 3)",84,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,3
"Melch.EventId(0, 18, 4)",96,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,4
"Melch.EventId(0, 18, 5)",108,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,5
"Melch.EventId(0, 18, 6)",120,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,6
"Melch.EventId(0, 18, 7)",132,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,7
"Melch.EventId(0, 18, 8)",144,0,12,12,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,8
"Melch.EventId(0, 18, 9)",156,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,9
"Melch.EventId(0, 18, 10)",168,0,12,12,62,36,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,10
"Melch.EventId(0, 18, 11)",180,0,12,24,60,35,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,11
"Melch.EventId(0, 18, 12)",204,0,24,12,67,39,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,12
"Melch.EventId(0, 18, 13)",216,0,12,12,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,13
"Melch.EventId(0, 18, 14)",228,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,14
"Melch.EventId(0, 18, 15)",240,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,15
"Melch.EventId(0, 18, 16)",252,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,16
"Melch.EventId(0, 18, 17)",264,0,12,12,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,17
"Melch.EventId(0, 18, 18)",276,0,12,6,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,18
"Melch.EventId(0, 18, 19)",282,0,6,6,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,19
"Melch.EventId(0, 18, 20)",288,0,6,12,62,36,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,20
"Melch.EventId(0, 18, 21)",300,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,21
"Melch.EventId(0, 18, 22)",312,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,22
"Melch.EventId(0, 18, 23)",324,0,12,24,67,39,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,23
"Melch.EventId(0, 18, 24)",348,0,24,12,67,39,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,24
"Melch.EventId(0, 18, 25)",360,0,12,12,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,25
"Melch.EventId(0, 18, 26)",372,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,26
"Melch.EventId(0, 18, 27)",384,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,27
"Melch.EventId(0, 18, 28)",396,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,28
"Melch.EventId(0, 18, 29)",408,0,12,12,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,29
"Melch.EventId(0, 18, 30)",420,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,30
"Melch.EventId(0, 18, 31)",432,0,12,12,62,36,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,31
"Melch.EventId(0, 18, 32)",444,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,32
"Melch.EventId(0, 18, 33)",456,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,33
"Melch.EventId(0, 18, 34)",468,0,12,24,67,39,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,34
"Melch.EventId(0, 18, 35)",492,0,24,12,67,39,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,35
"Melch.EventId(0, 18, 36)",504,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,36
"Melch.EventId(0, 18, 37)",516,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,37
"Melch.EventId(0, 18, 38)",528,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,38
"Melch.EventId(0, 18, 39)",540,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,39
"Melch.EventId(0, 18, 40)",552,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,40
"Melch.EventId(0, 18, 41)",564,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,41
"Melch.EventId(0, 18, 42)",576,0,12,12,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,42
"Melch.EventId(0, 18, 43)",588,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,43
"Melch.EventId(0, 18, 44)",600,0,12,12,62,36,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,44
"Melch.EventId(0, 18, 45)",612,0,12,24,60,35,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,45
"Melch.EventId(0, 18, 46)",636,0,24,6,67,39,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,46
"Melch.EventId(0, 18, 47)",642,0,6,6,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,47
"Melch.EventId(0, 18, 48)",648,0,6,12,72,42,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,48
"Melch.EventId(0, 18, 49)",660,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,49
"Melch.EventId(0, 18, 50)",672,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,50
"Melch.EventId(0, 18, 51)",684,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,51
"Melch.EventId(0, 18, 52)",696,0,12,12,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,52
"Melch.EventId(0, 18, 53)",708,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,53
"Melch.EventId(0, 18, 54)",720,0,12,12,62,36,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,54
"Melch.EventId(0, 18, 55)",732,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,55
"Melch.EventId(0, 18, 56)",744,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,56
"Melch.EventId(0, 18, 57)",756,0,12,24,67,39,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,57
"Melch.EventId(0, 18, 58)",780,0,24,12,67,39,0,0,0,72,6,1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,58
"Melch.EventId(0, 18, 59)",792,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,59
"Melch.EventId(0, 18, 60)",804,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,60
"Melch.EventId(0, 18, 61)",816,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,61
"Melch.EventId(0, 18, 62)",828,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,62
"Melch.EventId(0, 18, 63)",840,0,12,12,69,40,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,63
"Melch.EventId(0, 18, 64)",852,0,12,12,67,39,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,64
"Melch.EventId(0, 18, 65)",864,0,12,12,65,38,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,65
"Melch.EventId(0, 18, 66)",876,0,12,12,64,37,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,66
"Melch.EventId(0, 18, 67)",888,0,12,12,62,36,0,0,0,72,6,0,1,0,0,Chakra.None(),0,Chakra.None(),0,18,67
"Melch.EventId(0, 18, 68)",900,0,12,24,60,35,0,0,0,72,6,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,18,68
"Melch.EventId(0, 19, 1)",48,0,1,12,67,39,0,1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,1
"Melch.EventId(0, 19, 2)",60,0,12,12,69,40,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,2
"Melch.EventId(0, 19, 3)",72,0,12,24,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,3
"Melch.EventId(0, 19, 4)",96,0,24,24,69,40,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,4
"Melch.EventId(0, 19, 5)",120,0,24,12,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,5
"Melch.EventId(0, 19, 6)",132,0,12,12,64,37,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,6
"Melch.EventId(0, 19, 7)",144,0,12,12,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,7
"Melch.EventId(0, 19, 8)",156,0,12,12,64,37,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,8
"Melch.EventId(0, 19, 9)",168,0,12,24,62,36,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,9
"Melch.EventId(0, 19, 10)",192,0,24,24,62,36,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,10
"Melch.EventId(0, 19, 11)",216,0,24,24,64,37,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,11
"Melch.EventId(0, 19, 12)",240,0,24,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,12
"Melch.EventId(0, 19, 13)",264,0,24,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,13
"Melch.EventId(0, 19, 14)",288,0,24,48,67,39,0,1,0,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,14
"Melch.EventId(0, 19, 15)",336,0,48,24,62,36,0,1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,15
"Melch.EventId(0, 19, 16)",360,0,24,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,16
"Melch.EventId(0, 19, 17)",384,0,24,12,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,17
"Melch.EventId(0, 19, 18)",396,0,12,12,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,18
"Melch.EventId(0, 19, 19)",408,0,12,12,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,19
"Melch.EventId(0, 19, 20)",420,0,12,12,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,20
"Melch.EventId(0, 19, 21)",432,0,12,24,72,42,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,21
"Melch.EventId(0, 19, 22)",456,0,24,24,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,22
"Melch.EventId(0, 19, 23)",480,0,24,24,76,44,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,23
"Melch.EventId(0, 19, 24)",504,0,24,24,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,24
"Melch.EventId(0, 19, 25)",528,0,24,12,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,25
"Melch.EventId(0, 19, 26)",540,0,12,12,69,40,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,26
"Melch.EventId(0, 19, 27)",552,0,12,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,27
"Melch.EventId(0, 19, 28)",576,0,24,48,69,40,0,1,0,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,28
"Melch.EventId(0, 19, 29)",624,0,48,24,62,36,0,1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,29
"Melch.EventId(0, 19, 30)",648,0,24,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,30
"Melch.EventId(0, 19, 31)",672,0,24,12,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,31
"Melch.EventId(0, 19, 32)",684,0,12,12,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,32
"Melch.EventId(0, 19, 33)",696,0,12,12,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,33
"Melch.EventId(0, 19, 34)",708,0,12,12,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,34
"Melch.EventId(0, 19, 35)",720,0,12,24,72,42,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,35
"Melch.EventId(0, 19, 36)",744,0,24,24,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,36
"Melch.EventId(0, 19, 37)",768,0,24,24,76,44,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,37
"Melch.EventId(0, 19, 38)",792,0,24,12,74,43,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,38
"Melch.EventId(0, 19, 39)",804,0,12,12,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,39
"Melch.EventId(0, 19, 40)",816,0,12,12,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,40
"Melch.EventId(0, 19, 41)",828,0,12,12,69,40,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,41
"Melch.EventId(0, 19, 42)",840,0,12,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,42
"Melch.EventId(0, 19, 43)",864,0,24,48,69,40,0,1,0,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,43
"Melch.EventId(0, 19, 44)",912,0,48,12,67,39,0,1,0,72,3,1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,44
"Melch.EventId(0, 19, 45)",924,0,12,12,69,40,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,45
"Melch.EventId(0, 19, 46)",936,0,12,24,71,41,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,46
"Melch.EventId(0, 19, 47)",960,0,24,24,69,40,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,47
"Melch.EventId(0, 19, 48)",984,0,24,12,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,48
"Melch.EventId(0, 19, 49)",996,0,12,12,64,37,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,49
"Melch.EventId(0, 19, 50)",1008,0,12,12,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,50
"Melch.EventId(0, 19, 51)",1020,0,12,12,64,37,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,51
"Melch.EventId(0, 19, 52)",1032,0,12,24,62,36,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,52
"Melch.EventId(0, 19, 53)",1056,0,24,24,62,36,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,53
"Melch.EventId(0, 19, 54)",1080,0,24,24,64,37,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,54
"Melch.EventId(0, 19, 55)",1104,0,24,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,55
"Melch.EventId(0, 19, 56)",1128,0,24,24,67,39,0,1,0,72,3,0,1,0,0,Chakra.None(),0,Chakra.None(),0,19,56
"Melch.EventId(0, 19, 57)",1152,0,24,48,67,39,0,1,0,72,3,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,19,57
"Melch.EventId(0, 20, 1)",72,0,1,24,60,35,0,-1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,20,1
"Melch.EventId(0, 20, 2)",96,0,24,36,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,2
"Melch.EventId(0, 20, 3)",132,0,36,12,69,40,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,3
"Melch.EventId(0, 20, 4)",144,0,12,36,69,40,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,4
"Melch.EventId(0, 20, 5)",180,0,36,12,67,39,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,5
"Melch.EventId(0, 20, 6)",192,0,12,24,67,39,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,6
"Melch.EventId(0, 20, 7)",216,0,24,24,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,7
"Melch.EventId(0, 20, 8)",264,24,48,24,60,35,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,8
"Melch.EventId(0, 20, 9)",288,0,24,48,60,35,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,9
"Melch.EventId(0, 20, 10)",336,0,48,36,67,39,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,10
"Melch.EventId(0, 20, 11)",372,0,36,12,66,38,1,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,11
"Melch.EventId(0, 20, 12)",384,0,12,48,67,39,0,-1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,20,12
"Melch.EventId(0, 20, 13)",456,24,72,24,60,35,0,-1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,20,13
"Melch.EventId(0, 20, 14)",480,0,24,48,60,35,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,14
"Melch.EventId(0, 20, 15)",528,0,48,36,67,39,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,15
"Melch.EventId(0, 20, 16)",564,0,36,12,67,39,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,16
"Melch.EventId(0, 20, 17)",576,0,12,24,67,39,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,17
"Melch.EventId(0, 20, 18)",600,0,24,24,69,40,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,18
"Melch.EventId(0, 20, 19)",648,24,48,24,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,19
"Melch.EventId(0, 20, 20)",672,0,24,48,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,20
"Melch.EventId(0, 20, 21)",720,0,48,36,60,35,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,21
"Melch.EventId(0, 20, 22)",756,0,36,12,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,22
"Melch.EventId(0, 20, 23)",768,0,12,48,69,40,0,-1,0,96,4,-1,1,0,0,Chakra.None(),0,Chakra.None(),0,20,23
"Melch.EventId(0, 20, 24)",840,24,72,12,69,40,0,-1,0,96,4,1,1,0,0,Chakra.None(),0,Chakra.None(),0,20,24
"Melch.EventId(0, 20, 25)",852,0,12,12,70,41,-1,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,25
"Melch.EventId(0, 20, 26)",864,0,12,24,72,42,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,26
"Melch.EventId(0, 20, 27)",888,0,24,24,72,42,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,27
"Melch.EventId(0, 20, 28)",912,0,24,24,69,40,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,28
"Melch.EventId(0, 20, 29)",936,0,24,24,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,29
"Melch.EventId(0, 20, 30)",960,0,24,24,60,35,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,30
"Melch.EventId(0, 20, 31)",984,0,24,24,60,35,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,31
"Melch.EventId(0, 20, 32)",1032,24,48,24,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,32
"Melch.EventId(0, 20, 33)",1056,0,24,48,69,40,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,33
"Melch.EventId(0, 20, 34)",1104,0,48,36,65,38,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,34
"Melch.EventId(0, 20, 35)",1140,0,36,12,69,40,0,-1,0,96,4,0,1,0,0,Chakra.None(),0,Chakra.None(),0,20,35
